problem_id,title,difficulty
1327C,"Game with Chipsconstructive algorithms,implementation",1600
1327D,"Infinite Pathbrute force,dfs and similar,graphs,math,number theory",2200
1327E,"Count The Blockscombinatorics,dp,math",1800
1327F,"AND Segmentsbitmasks,combinatorics,data structures,dp,two pointers",2500
1327G,"Letters and Question Marksbitmasks,dp,string suffix structures",2800
1328A,"Divisibility Problemmath",800
1328B,"K-th Beautiful Stringbinary search,brute force,combinatorics,implementation,math",1300
1328C,"Ternary XORgreedy,implementation",1200
1328D,"Carouselconstructive algorithms,dp,graphs,greedy,math",1800
1328E,"Tree Queriesdfs and similar,graphs,trees",1900
1328F,"Make k Equalgreedy",2200
1329A,"Dreamoon Likes Coloringconstructive algorithms,greedy,implementation,math",1800
1329B,"Dreamoon Likes Sequencesbitmasks,combinatorics,math",1700
1329C,"Drazil Likes Heapconstructive algorithms,data structures,greedy,implementation",2400
1329D,"Dreamoon Likes Stringsconstructive algorithms,data structures",3100
1329E,"Dreamoon Loves AAbinary search,greedy",3300
1330A,"Dreamoon and Ranking Collectionimplementation",900
1330B,"Dreamoon Likes Permutationsimplementation,math",1400
1331B,"Limericks*special problem,math,number theory",0
