contest_id,contest_name,start_time,length
560,"Codeforces Round 313 (Div. 2)Enter »Virtual participation »","2015-07-22 17:00:00",02:00:00
562,"VK Cup 2015 - FinalsEnter »","2015-07-26 11:15:00",03:00:00
566,"VK Cup 2015 - Finals, online mirrorEnter »Virtual participation »","2015-07-30 19:20:00",03:00:00
567,"Codeforces Round #Pi (Div. 2)Enter »Virtual participation »","2015-08-05 19:00:00",02:30:00
568,"Codeforces Round 315 (Div. 1)Enter »Virtual participation »","2015-08-10 19:30:00",02:00:00
569,"Codeforces Round 315 (Div. 2)Enter »Virtual participation »","2015-08-10 19:30:00",02:00:00
570,"Codeforces Round 316 (Div. 2)Enter »Virtual participation »","2015-08-13 19:30:00",02:00:00
571,"Codeforces Round 317 [AimFund Thanks-Round] (Div. 1)Enter »Virtual participation »","2015-08-22 19:30:00",02:00:00
572,"Codeforces Round 317 [AimFund Thanks-Round] (Div. 2)Enter »Virtual participation »","2015-08-22 19:30:00",02:00:00
573,"Codeforces Round 318 [RussianCodeCup Thanks-Round] (Div. 1)Enter »Virtual participation »","2015-08-29 19:30:00",02:10:00
574,"Codeforces Round 318 [RussianCodeCup Thanks-Round] (Div. 2)Enter »Virtual participation »","2015-08-29 19:30:00",02:10:00
575,"Bubble Cup 8 - Finals [Online Mirror]Enter »Virtual participation »","2015-09-06 11:00:00",05:00:00
576,"Codeforces Round 319 (Div. 1)Enter »Virtual participation »","2015-09-10 19:30:00",02:10:00
577,"Codeforces Round 319 (Div. 2)Enter »Virtual participation »","2015-09-10 19:30:00",02:10:00
578,"Codeforces Round 320 (Div. 1) [Bayan Thanks-Round]Enter »Virtual participation »","2015-09-16 18:15:00",02:30:00
579,"Codeforces Round 320 (Div. 2) [Bayan Thanks-Round]Enter »Virtual participation »","2015-09-16 18:15:00",02:30:00
580,"Codeforces Round 321 (Div. 2)Enter »Virtual participation »","2015-09-22 19:30:00",02:00:00
581,"Codeforces Round 322 (Div. 2)Enter »Virtual participation »","2015-09-28 12:00:00",02:00:00
582,"Codeforces Round 323 (Div. 1)Enter »Virtual participation »","2015-10-03 19:45:00",02:00:00
583,"Codeforces Round 323 (Div. 2)Enter »Virtual participation »","2015-10-03 19:45:00",02:00:00
584,"Codeforces Round 324 (Div. 2)Enter »Virtual participation »","2015-10-06 19:30:00",02:00:00
585,"Codeforces Round 325 (Div. 1)Enter »Virtual participation »","2015-10-12 12:10:00",02:00:00
586,"Codeforces Round 325 (Div. 2)Enter »Virtual participation »","2015-10-12 12:10:00",02:00:00
587,"Codeforces Round 326 (Div. 1)Enter »Virtual participation »","2015-10-15 19:30:00",02:30:00
588,"Codeforces Round 326 (Div. 2)Enter »Virtual participation »","2015-10-15 19:30:00",02:30:00
590,"Codeforces Round 327 (Div. 1)Enter »Virtual participation »","2015-10-25 12:00:00",02:00:00
591,"Codeforces Round 327 (Div. 2)Enter »Virtual participation »","2015-10-25 12:00:00",02:00:00
592,"Codeforces Round 328 (Div. 2)Enter »Virtual participation »","2015-10-31 19:30:00",02:00:00
593,"Codeforces Round 329 (Div. 2)Enter »Virtual participation »","2015-11-04 19:45:00",02:00:00
594,"Codeforces Round 330 (Div. 1)Enter »Virtual participation »","2015-11-08 19:30:00",02:00:00
595,"Codeforces Round 330 (Div. 2)Enter »Virtual participation »","2015-11-08 19:30:00",02:00:00
596,"Codeforces Round 331 (Div. 2)Enter »Virtual participation »","2015-11-15 19:35:00",02:00:00
597,"Testing Round 12Enter »Virtual participation »","2015-11-11 21:00:00",01:30:00
598,"Educational Codeforces Round 1Enter »Virtual participation »","2015-11-13 18:00:00",02:00:00
599,"Codeforces Round 332 (Div. 2)Enter »Virtual participation »","2015-11-20 19:35:00",02:00:00
600,"Educational Codeforces Round 2Enter »Virtual participation »","2015-11-27 18:00:00",02:00:00
601,"Codeforces Round 333 (Div. 1)Enter »Virtual participation »","2015-11-24 19:35:00",02:00:00
602,"Codeforces Round 333 (Div. 2)Enter »Virtual participation »","2015-11-24 19:35:00",02:00:00
603,"Codeforces Round 334 (Div. 1)Enter »Virtual participation »","2015-12-01 18:35:00",02:00:00
604,"Codeforces Round 334 (Div. 2)Enter »Virtual participation »","2015-12-01 18:35:00",02:00:00
605,"Codeforces Round 335 (Div. 1)Enter »Virtual participation »","2015-12-09 19:05:00",02:00:00
606,"Codeforces Round 335 (Div. 2)Enter »Virtual participation »","2015-12-09 19:05:00",02:00:00
607,"Codeforces Round 336 (Div. 1)Enter »Virtual participation »","2015-12-23 19:35:00",02:00:00
608,"Codeforces Round 336 (Div. 2)Enter »Virtual participation »","2015-12-23 19:35:00",02:00:00
609,"Educational Codeforces Round 3Enter »Virtual participation »","2015-12-19 18:00:00",02:00:00
610,"Codeforces Round 337 (Div. 2)Enter »Virtual participation »","2015-12-27 14:20:00",02:00:00
611,"Good Bye 2015Enter »Virtual participation »","2015-12-30 18:05:00",03:00:00
612,"Educational Codeforces Round 4Enter »Virtual participation »","2015-12-25 18:00:00",02:00:00
613,"Codeforces Round 339 (Div. 1)Enter »Virtual participation »","2016-01-14 19:35:00",02:00:00
614,"Codeforces Round 339 (Div. 2)Enter »Virtual participation »","2016-01-14 19:35:00",02:00:00
615,"Codeforces Round 338 (Div. 2)Enter »Virtual participation »","2016-01-08 17:05:00",02:00:00
616,"Educational Codeforces Round 5Enter »Virtual participation »","2016-01-11 18:00:00",02:00:00
617,"Codeforces Round 340 (Div. 2)Enter »Virtual participation »","2016-01-23 18:35:00",02:00:00
618,"Wunder Fund Round 2016 (Div. 1 + Div. 2 combined)Enter »Virtual participation »","2016-01-29 20:10:00",02:00:00
620,"Educational Codeforces Round 6Enter »Virtual participation »","2016-01-21 18:00:00",02:00:00
621,"Codeforces Round 341 (Div. 2)Enter »Virtual participation »","2016-01-31 17:05:00",02:00:00
622,"Educational Codeforces Round 7Enter »Virtual participation »","2016-02-10 18:00:00",02:00:00
623,"AIM Tech Round (Div. 1)Enter »Virtual participation »","2016-02-04 20:05:00",02:00:00
624,"AIM Tech Round (Div. 2)Enter »Virtual participation »","2016-02-04 20:05:00",02:00:00
625,"Codeforces Round 342 (Div. 2)Enter »Virtual participation »","2016-02-07 12:05:00",02:00:00
626,"8VC Venture Cup 2016 - Elimination RoundEnter »Virtual participation »","2016-02-13 20:35:00",02:30:00
627,"8VC Venture Cup 2016 - Final RoundEnter »Virtual participation »","2016-02-28 21:10:00",02:00:00
628,"Educational Codeforces Round 8Enter »Virtual participation »","2016-02-19 18:00:00",02:00:00
629,"Codeforces Round 343 (Div. 2)Enter »Virtual participation »","2016-02-20 19:35:00",02:00:00
630,"Experimental Educational Round: VolBIT Formulas BlitzEnter »Virtual participation »","2016-02-18 18:00:00",03:00:00
631,"Codeforces Round 344 (Div. 2)Enter »Virtual participation »","2016-03-03 19:35:00",02:00:00
632,"Educational Codeforces Round 9Enter »Virtual participation »","2016-03-01 18:00:00",02:00:00
633,"Manthan, Codefest 16Enter »Virtual participation »","2016-02-26 20:15:00",02:30:00
634,"8VC Venture Cup 2016 - Final Round (Div. 1 Edition)Enter »Virtual participation »","2016-02-28 21:10:00",02:00:00
635,"8VC Venture Cup 2016 - Final Round (Div. 2 Edition)Enter »Virtual participation »","2016-02-28 21:10:00",02:00:00
636,"VeeRoute MarathonEnter »","2016-02-29 20:00:00",14:00:00
637,"VK Cup 2016 - Qualification Round 1Enter »Virtual participation »","2016-03-13 15:00:00",01:00:00
638,"VK Cup 2016 - Qualification Round 2Enter »Virtual participation »","2016-03-20 15:00:00",01:00:00
639,"VK Cup 2016 - Round 1Enter »Virtual participation »","2016-03-28 19:35:00",02:00:00
640,"VK Cup 2016 - Wild Card Round 1Enter »","2016-04-10 19:35:00",02:30:00
641,"VK Cup 2016 - Round 2Enter »Virtual participation »","2016-04-24 19:35:00",02:00:00
642,"VK Cup 2016 - Wild Card Round 2Enter »","2016-04-25 18:00:00",07:00:00
643,"VK Cup 2016 - Round 3Enter »Virtual participation »","2016-05-07 18:05:00",03:00:00
644,"CROC 2016 - QualificationEnter »Virtual participation »","2016-03-16 12:00:00",02:00:00
645,"CROC 2016 - Elimination RoundEnter »Virtual participation »","2016-03-18 19:35:00",02:00:00
650,"Codeforces Round 345 (Div. 1)Enter »Virtual participation »","2016-03-07 12:25:00",02:00:00
651,"Codeforces Round 345 (Div. 2)Enter »Virtual participation »","2016-03-07 12:25:00",02:00:00
652,"Educational Codeforces Round 10Enter »Virtual participation »","2016-03-25 16:00:00",02:00:00
653,"IndiaHacks 2016 - Online Edition (Div. 1 + Div. 2)Enter »Virtual participation »","2016-03-19 11:35:00",02:00:00
655,"CROC 2016 - Elimination Round  (Rated Unofficial Edition)Enter »Virtual participation »","2016-03-18 19:35:00",02:00:00
656,"April Fools Day Contest 2016Enter »Virtual participation »","2016-04-01 19:00:00",02:00:00
657,"VK Cup 2016 - Round 1 (Div.1 Edition)Enter »Virtual participation »","2016-03-28 19:35:00",02:00:00
658,"VK Cup 2016 - Round 1 (Div. 2 Edition)Enter »Virtual participation »","2016-03-28 19:35:00",02:00:00
659,"Codeforces Round 346 (Div. 2)Enter »Virtual participation »","2016-03-30 19:05:00",02:30:00
660,"Educational Codeforces Round 11Enter »Virtual participation »","2016-04-08 18:00:00",02:00:00
661,"VK Cup 2016 - Wild Card Round 1 (Unofficial Open Online Mirror)Enter »Virtual participation »","2016-04-10 19:35:00",02:30:00
662,"CROC 2016 - Final Round [Private, For Onsite Finalists Only]Enter »Virtual participation »","2016-04-15 17:15:00",02:00:00
663,"Codeforces Round 347 (Div. 1)Enter »Virtual participation »","2016-04-16 19:35:00",02:00:00
664,"Codeforces Round 347 (Div. 2)Enter »Virtual participation »","2016-04-16 19:35:00",02:00:00
665,"Educational Codeforces Round 12Enter »Virtual participation »","2016-04-20 18:00:00",02:00:00
666,"Codeforces Round 349 (Div. 1)Enter »Virtual participation »","2016-04-29 19:35:00",02:00:00
667,"Codeforces Round 349 (Div. 2)Enter »Virtual participation »","2016-04-29 19:35:00",02:00:00
668,"Codeforces Round 348 (VK Cup 2016 Round 2, Div. 1 Edition)Enter »Virtual participation »","2016-04-24 19:35:00",02:00:00
669,"Codeforces Round 348 (VK Cup 2016 Round 2, Div. 2 Edition)Enter »Virtual participation »","2016-04-24 19:35:00",02:00:00
670,"Codeforces Round 350 (Div. 2)Enter »Virtual participation »","2016-05-05 19:05:00",02:30:00
671,"Codeforces Round 352 (Div. 1)Enter »Virtual participation »","2016-05-11 19:35:00",02:00:00
672,"Codeforces Round 352 (Div. 2)Enter »Virtual participation »","2016-05-11 19:35:00",02:00:00
673,"Codeforces Round 351 (VK Cup 2016 Round 3, Div. 2 Edition)Enter »Virtual participation »","2016-05-07 18:05:00",03:00:00
674,"Codeforces Round 351 (VK Cup 2016 Round 3, Div. 1 Edition)Enter »Virtual participation »","2016-05-07 18:05:00",03:00:00
675,"Codeforces Round 353 (Div. 2)Enter »Virtual participation »","2016-05-16 19:35:00",02:00:00
676,"Codeforces Round 354 (Div. 2)Enter »Virtual participation »","2016-05-25 18:05:00",02:00:00
677,"Codeforces Round 355 (Div. 2)Enter »Virtual participation »","2016-06-01 19:35:00",02:00:00
678,"Educational Codeforces Round 13Enter »Virtual participation »","2016-06-13 19:10:00",02:00:00
679,"Codeforces Round 356 (Div. 1)Enter »Virtual participation »","2016-06-08 19:35:00",02:00:00
680,"Codeforces Round 356 (Div. 2)Enter »Virtual participation »","2016-06-08 19:35:00",02:00:00
681,"Codeforces Round 357 (Div. 2)Enter »Virtual participation »","2016-06-14 19:35:00",02:00:00
682,"Codeforces Round 358 (Div. 2)Enter »Virtual participation »","2016-06-17 19:35:00",02:00:00
683,"Surprise Language Round 8Enter »Virtual participation »","2016-06-16 19:00:00",02:30:00
684,"Codeforces Marathon Round 1Enter »","2016-06-12 12:00:00",10:00:00
685,"Codeforces Round 359 (Div. 1)Enter »Virtual participation »","2016-06-23 19:35:00",02:00:00
686,"Codeforces Round 359 (Div. 2)Enter »Virtual participation »","2016-06-23 19:35:00",02:00:00
687,"Codeforces Round 360 (Div. 1)Enter »Virtual participation »","2016-06-29 20:05:00",02:00:00
688,"Codeforces Round 360 (Div. 2)Enter »Virtual participation »","2016-06-29 20:05:00",02:00:00
689,"Codeforces Round 361 (Div. 2)Enter »Virtual participation »","2016-07-06 19:35:00",02:00:00
690,"Helvetic Coding Contest 2016 online mirror (teams, unrated)Enter »Virtual participation »","2016-07-10 11:00:00",04:30:00
691,"Educational Codeforces Round 14Enter »Virtual participation »","2016-07-13 19:00:00",02:00:00
693,"VK Cup 2016 - Finals (trial contest)Enter »","2016-07-02 11:25:00",01:00:00
695,"VK Cup 2016 - FinalsEnter »","2016-07-03 11:20:00",03:30:00
696,"Codeforces Round 362 (Div. 1)Enter »Virtual participation »","2016-07-14 19:35:00",02:15:00
697,"Codeforces Round 362 (Div. 2)Enter »Virtual participation »","2016-07-14 19:35:00",02:15:00
698,"Codeforces Round 363 (Div. 1)Enter »Virtual participation »","2016-07-19 16:05:00",02:15:00
699,"Codeforces Round 363 (Div. 2)Enter »Virtual participation »","2016-07-19 16:05:00",02:15:00
700,"Codeforces Round 364 (Div. 1)Enter »Virtual participation »","2016-07-22 19:35:00",02:00:00
701,"Codeforces Round 364 (Div. 2)Enter »Virtual participation »","2016-07-22 19:35:00",02:00:00
702,"Educational Codeforces Round 15Enter »Virtual participation »","2016-07-29 18:00:00",02:00:00
703,"Codeforces Round 365 (Div. 2)Enter »Virtual participation »","2016-08-04 18:15:00",02:15:00
704,"Codeforces Round 366 (Div. 1)Enter »Virtual participation »","2016-08-07 17:05:00",02:00:00
705,"Codeforces Round 366 (Div. 2)Enter »Virtual participation »","2016-08-07 17:05:00",02:00:00
706,"Codeforces Round 367 (Div. 2)Enter »Virtual participation »","2016-08-11 19:35:00",02:00:00
707,"Codeforces Round 368 (Div. 2)Enter »Virtual participation »","2016-08-20 16:05:00",02:00:00
708,"AIM Tech Round 3 (Div. 1)Enter »Virtual participation »","2016-08-24 19:35:00",02:00:00
709,"AIM Tech Round 3 (Div. 2)Enter »Virtual participation »","2016-08-24 19:35:00",02:00:00
710,"Educational Codeforces Round 16Enter »Virtual participation »","2016-08-22 17:10:00",02:00:00
711,"Codeforces Round 369 (Div. 2)Enter »Virtual participation »","2016-08-29 15:05:00",02:00:00
712,"Codeforces Round 370 (Div. 2)Enter »Virtual participation »","2016-09-10 19:45:00",02:15:00
713,"Codeforces Round 371 (Div. 1)Enter »Virtual participation »","2016-09-13 19:35:00",02:00:00
714,"Codeforces Round 371 (Div. 2)Enter »Virtual participation »","2016-09-13 19:35:00",02:00:00
715,"Codeforces Round 372 (Div. 1)Enter »Virtual participation »","2016-09-17 16:45:00",02:00:00
716,"Codeforces Round 372 (Div. 2)Enter »Virtual participation »","2016-09-17 16:45:00",02:00:00
717,"Bubble Cup 9 - Finals [Online Mirror]Enter »Virtual participation »","2016-09-11 12:00:00",05:00:00
718,"Codeforces Round 373 (Div. 1)Enter »Virtual participation »","2016-09-23 16:05:00",02:00:00
719,"Codeforces Round 373 (Div. 2)Enter »Virtual participation »","2016-09-23 16:05:00",02:00:00
720,"Russian Code Cup 2016 - Finals [Unofficial Mirror, Div. 1 Only Recommended]Enter »Virtual participation »","2016-09-18 14:05:00",02:00:00
721,"Codeforces Round 374 (Div. 2)Enter »Virtual participation »","2016-09-30 17:05:00",02:00:00
722,"Intel Code Challenge Elimination Round (Div. 1 + Div. 2, combined)Enter »Virtual participation »","2016-10-01 17:05:00",02:00:00
723,"Codeforces Round 375 (Div. 2)Enter »Virtual participation »","2016-10-03 14:35:00",02:30:00
724,"Intel Code Challenge Final Round (Div. 1 + Div. 2, Combined)Enter »Virtual participation »","2016-10-08 15:15:00",03:00:00
725,"Canada Cup 2016Enter »Virtual participation »","2016-10-22 18:05:00",02:30:00
727,"Technocup 2017 - Elimination Round 1 (Unofficially Open for Everyone, Rated for Div. 2)Enter »Virtual participation »","2016-10-15 12:05:00",02:00:00
729,"Technocup 2017 - Elimination Round 2Enter »Virtual participation »","2016-11-20 12:05:00",02:00:00
730,"2016-2017 ACM-ICPC, NEERC, Southern Subregional Contest (Online Mirror, ACM-ICPC Rules, Teams Preferred)Enter »Virtual participation »","2016-10-23 11:00:00",05:00:00
731,"Codeforces Round 376 (Div. 2)Enter »Virtual participation »","2016-10-16 12:45:00",02:00:00
732,"Codeforces Round 377 (Div. 2)Enter »Virtual participation »","2016-10-17 17:35:00",02:30:00
733,"Codeforces Round 378 (Div. 2)Enter »Virtual participation »","2016-10-31 17:05:00",02:30:00
734,"Codeforces Round 379 (Div. 2)Enter »Virtual participation »","2016-11-15 19:35:00",02:00:00
735,"Codeforces Round 382 (Div. 2)Enter »Virtual participation »","2016-11-27 19:35:00",02:00:00
736,"Codeforces Round 382 (Div. 1)Enter »Virtual participation »","2016-11-27 19:35:00",02:00:00
737,"Codeforces Round 380 (Div. 1, Rated, Based on Technocup 2017 - Elimination Round 2)Enter »Virtual participation »","2016-11-20 12:05:00",02:00:00
738,"Codeforces Round 380 (Div. 2, Rated, Based on Technocup 2017 - Elimination Round 2)Enter »Virtual participation »","2016-11-20 12:05:00",02:00:00
739,"Codeforces Round 381 (Div. 1)Enter »Virtual participation »","2016-11-23 19:35:00",02:00:00
740,"Codeforces Round 381 (Div. 2)Enter »Virtual participation »","2016-11-23 19:35:00",02:00:00
741,"Codeforces Round 383 (Div. 1)Enter »Virtual participation »","2016-12-06 17:35:00",02:00:00
742,"Codeforces Round 383 (Div. 2)Enter »Virtual participation »","2016-12-06 17:35:00",02:00:00
743,"Codeforces Round 384 (Div. 2)Enter »Virtual participation »","2016-12-14 17:35:00",02:00:00
744,"Codeforces Round 385 (Div. 1)Enter »Virtual participation »","2016-12-17 19:35:00",02:00:00
745,"Codeforces Round 385 (Div. 2)Enter »Virtual participation »","2016-12-17 19:35:00",02:00:00
746,"Codeforces Round 386 (Div. 2)Enter »Virtual participation »","2016-12-18 13:35:00",02:30:00
747,"Codeforces Round 387 (Div. 2)Enter »Virtual participation »","2016-12-19 05:05:00",02:00:00
748,"Technocup 2017 - Elimination Round 3Enter »Virtual participation »","2016-12-25 12:05:00",02:00:00
749,"Codeforces Round 388 (Div. 2)Enter »Virtual participation »","2016-12-19 19:35:00",02:00:00
750,"Good Bye 2016Enter »Virtual participation »","2016-12-30 17:15:00",02:30:00
752,"Codeforces Round 389 (Div. 2, Rated, Based on Technocup 2017 - Elimination Round 3)Enter »Virtual participation »","2016-12-25 12:05:00",02:00:00
753,"Testing Round 13Enter »Virtual participation »","2016-12-29 12:05:00",01:15:00
754,"Codeforces Round 390 (Div. 2)Enter »Virtual participation »","2017-01-06 17:35:00",02:00:00
755,"8VC Venture Cup 2017 - Elimination RoundEnter »Virtual participation »","2017-01-15 20:05:00",02:00:00
756,"8VC Venture Cup 2017 - Final RoundEnter »Virtual participation »","2017-01-22 21:15:00",02:00:00
757,"Codecraft-17 and Codeforces Round 391 (Div. 1 + Div. 2, combined)Enter »Virtual participation »","2017-01-12 18:35:00",03:00:00
758,"Codeforces Round 392 (Div. 2)Enter »Virtual participation »","2017-01-19 18:05:00",02:00:00
759,"Codeforces Round 393 (Div. 1) (8VC Venture Cup 2017 - Final Round Div. 1 Edition)Enter »Virtual participation »","2017-01-22 21:15:00",02:00:00
760,"Codeforces Round 393 (Div. 2) (8VC Venture Cup 2017 - Final Round Div. 2 Edition)Enter »Virtual participation »","2017-01-22 21:15:00",02:00:00
761,"Codeforces Round 394 (Div. 2)Enter »Virtual participation »","2017-01-31 17:35:00",02:00:00
762,"Educational Codeforces Round 17Enter »Virtual participation »","2017-01-25 17:35:00",02:00:00
763,"Codeforces Round 395 (Div. 1)Enter »Virtual participation »","2017-02-02 16:35:00",02:00:00
764,"Codeforces Round 395 (Div. 2)Enter »Virtual participation »","2017-02-02 16:35:00",02:00:00
765,"Codeforces Round 397 by Kaspersky Lab and Barcelona Bootcamp (Div. 1 + Div. 2 combined)Enter »Virtual participation »","2017-02-14 11:05:00",03:00:00
766,"Codeforces Round 396 (Div. 2)Enter »Virtual participation »","2017-02-07 20:05:00",02:00:00
767,"Codeforces Round 398 (Div. 2)Enter »Virtual participation »","2017-02-18 12:05:00",02:00:00
768,"Divide by Zero 2017 and Codeforces Round 399 (Div. 1 + Div. 2, combined)Enter »Virtual participation »","2017-02-20 19:05:00",02:40:00
769,"VK Cup 2017 - Qualification 1Enter »Virtual participation »","2017-03-04 15:00:00",01:00:00
770,"VK Cup 2017 - Qualification 2Enter »","2017-03-11 15:00:00",01:00:00
771,"VK Cup 2017 - Round 1Enter »Virtual participation »","2017-03-18 18:35:00",02:00:00
772,"VK Cup 2017 - Round 2Enter »Virtual participation »","2017-04-16 18:35:00",02:00:00
773,"VK Cup 2017 - Round 3Enter »Virtual participation »","2017-05-07 18:45:00",03:00:00
774,"VK Cup 2017 - Wild Card Round 1Enter »Virtual participation »","2017-04-05 18:35:00",02:00:00
775,"VK Cup 2017 - Wild Card Round 2Enter »","2017-04-26 18:35:00",07:00:00
776,"ICM Technex 2017 and Codeforces Round 400 (Div. 1 + Div. 2, combined)Enter »Virtual participation »","2017-02-23 17:45:00",02:10:00
777,"Codeforces Round 401 (Div. 2)Enter »Virtual participation »","2017-02-24 13:05:00",02:00:00
778,"Codeforces Round 402 (Div. 1)Enter »Virtual participation »","2017-02-26 11:05:00",02:00:00
779,"Codeforces Round 402 (Div. 2)Enter »Virtual participation »","2017-02-26 11:05:00",02:00:00
781,"Codeforces Round 403 (Div. 1, based on Technocup 2017 Finals)Enter »Virtual participation »","2017-03-05 16:05:00",02:00:00
782,"Codeforces Round 403 (Div. 2, based on Technocup 2017 Finals)Enter »Virtual participation »","2017-03-05 16:05:00",02:00:00
784,"April Fools Contest 2017Enter »Virtual participation »","2017-03-31 18:00:00",02:00:00
785,"Codeforces Round 404 (Div. 2)Enter »Virtual participation »","2017-03-15 18:05:00",02:10:00
786,"Codeforces Round 406 (Div. 1)Enter »Virtual participation »","2017-03-23 18:05:00",02:00:00
787,"Codeforces Round 406 (Div. 2)Enter »Virtual participation »","2017-03-23 18:05:00",02:00:00
788,"Codeforces Round 407 (Div. 1)Enter »Virtual participation »","2017-03-29 19:05:00",02:00:00
789,"Codeforces Round 407 (Div. 2)Enter »Virtual participation »","2017-03-29 19:05:00",02:00:00
790,"Codeforces Round 405 (rated, Div. 1, based on VK Cup 2017 Round 1)Enter »Virtual participation »","2017-03-18 18:35:00",02:00:00
791,"Codeforces Round 405 (rated, Div. 2, based on VK Cup 2017 Round 1)Enter »Virtual participation »","2017-03-18 18:35:00",02:00:00
792,"Educational Codeforces Round 18Enter »Virtual participation »","2017-03-27 17:35:00",02:00:00
793,"Tinkoff Challenge - Elimination RoundEnter »Virtual participation »","2017-04-23 19:45:00",02:00:00
794,"Tinkoff Challenge - Final Round (Codeforces Round 414, rated, Div. 1 + Div. 2)Enter »Virtual participation »","2017-05-13 12:35:00",02:00:00
795,"VK Cup 2017 - Wild Card Round 1 (Unofficial Public Mirror)Enter »Virtual participation »","2017-04-05 18:35:00",02:00:00
796,"Codeforces Round 408 (Div. 2)Enter »Virtual participation »","2017-04-10 19:35:00",02:00:00
797,"Educational Codeforces Round 19Enter »Virtual participation »","2017-04-15 17:35:00",02:00:00
798,"Codeforces Round 410 (Div. 2)Enter »Virtual participation »","2017-04-21 17:35:00",02:00:00
799,"Playrix Codescapes Cup (Codeforces Round 413, rated, Div. 1 + Div. 2)Enter »Virtual participation »","2017-05-11 18:35:00",02:00:00
800,"Codeforces Round 409 (rated, Div. 1, based on VK Cup 2017 Round 2)Enter »Virtual participation »","2017-04-16 18:35:00",02:00:00
801,"Codeforces Round 409 (rated, Div. 2, based on VK Cup 2017 Round 2)Enter »Virtual participation »","2017-04-16 18:35:00",02:00:00
802,"Helvetic Coding Contest 2017 online mirror (teams allowed, unrated)Enter »Virtual participation »","2017-05-28 11:05:00",04:30:00
803,"Educational Codeforces Round 20Enter »Virtual participation »","2017-04-28 18:05:00",02:15:00
804,"Codeforces Round 411 (Div. 1)Enter »Virtual participation »","2017-05-04 17:50:00",02:00:00
805,"Codeforces Round 411 (Div. 2)Enter »Virtual participation »","2017-05-04 17:50:00",02:00:00
806,"Codeforces Round 412 (rated, Div. 1, based on VK Cup 2017 Round 3)Enter »Virtual participation »","2017-05-07 18:45:00",03:00:00
807,"Codeforces Round 412 (rated, Div. 2, base on VK Cup 2017 Round 3)Enter »Virtual participation »","2017-05-07 18:45:00",03:00:00
808,"Educational Codeforces Round 21Enter »Virtual participation »","2017-05-15 18:05:00",02:30:00
809,"Codeforces Round 415 (Div. 1)Enter »Virtual participation »","2017-05-20 21:05:00",02:00:00
810,"Codeforces Round 415 (Div. 2)Enter »Virtual participation »","2017-05-20 21:05:00",02:00:00
811,"Codeforces Round 416 (Div. 2)Enter »Virtual participation »","2017-05-27 12:35:00",02:00:00
812,"Codeforces Round 417 (Div. 2)Enter »Virtual participation »","2017-06-01 17:15:00",02:00:00
813,"Educational Codeforces Round 22Enter »Virtual participation »","2017-06-05 18:05:00",02:00:00
814,"Codeforces Round 418 (Div. 2)Enter »Virtual participation »","2017-06-07 15:15:00",02:00:00
815,"Codeforces Round 419 (Div. 1)Enter »Virtual participation »","2017-06-17 17:35:00",02:00:00
816,"Codeforces Round 419 (Div. 2)Enter »Virtual participation »","2017-06-17 17:35:00",02:00:00
817,"Educational Codeforces Round 23Enter »Virtual participation »","2017-06-15 18:05:00",02:15:00
818,"Educational Codeforces Round 24Enter »Virtual participation »","2017-06-29 18:05:00",02:15:00
819,"Codeforces Round 421 (Div. 1)Enter »Virtual participation »","2017-06-27 17:35:00",02:00:00
820,"Codeforces Round 421 (Div. 2)Enter »Virtual participation »","2017-06-27 17:35:00",02:00:00
821,"Codeforces Round 420 (Div. 2)Enter »Virtual participation »","2017-06-25 17:35:00",02:15:00
822,"Codeforces Round 422 (Div. 2)Enter »Virtual participation »","2017-07-02 19:05:00",02:00:00
823,"VK Cup 2017 - FinalsEnter »","2017-07-09 11:05:00",03:00:00
825,"Educational Codeforces Round 25Enter »Virtual participation »","2017-07-16 18:05:00",02:00:00
826,"VK Cup 2017 - Finals (practice session)Enter »","2017-07-08 11:20:00",01:20:00
827,"Codeforces Round 423 (Div. 1, rated, based on VK Cup Finals)Enter »Virtual participation »","2017-07-11 19:45:00",02:00:00
828,"Codeforces Round 423 (Div. 2, rated, based on VK Cup Finals)Enter »Virtual participation »","2017-07-11 19:45:00",02:00:00
830,"Codeforces Round 424 (Div. 1, rated, based on VK Cup Finals)Enter »Virtual participation »","2017-07-13 18:05:00",02:00:00
831,"Codeforces Round 424 (Div. 2, rated, based on VK Cup Finals)Enter »Virtual participation »","2017-07-13 18:05:00",02:00:00
832,"Codeforces Round 425 (Div. 2)Enter »Virtual participation »","2017-07-24 17:35:00",02:00:00
833,"Codeforces Round 426 (Div. 1)Enter »Virtual participation »","2017-07-30 17:35:00",02:00:00
834,"Codeforces Round 426 (Div. 2)Enter »Virtual participation »","2017-07-30 17:35:00",02:00:00
835,"Codeforces Round 427 (Div. 2)Enter »Virtual participation »","2017-07-31 17:35:00",02:00:00
837,"Educational Codeforces Round 26Enter »Virtual participation »","2017-08-03 18:15:00",02:00:00
838,"IndiaHacks 2nd Elimination 2017 (unofficial, unrated mirror, ICPC rules)Enter »Virtual participation »","2017-08-07 09:05:00",03:00:00
839,"Codeforces Round 428 (Div. 2)Enter »Virtual participation »","2017-08-12 17:35:00",02:00:00
840,"Codeforces Round 429 (Div. 1)Enter »Virtual participation »","2017-08-18 18:05:00",02:00:00
841,"Codeforces Round 429 (Div. 2)Enter »Virtual participation »","2017-08-18 18:05:00",02:00:00
